id,area_id,support_content,owner,access,is_foreign_ok,is_public,meta_words,appendix
98,10,性暴力に関する相談をできる,性暴力被害ワンストップ支援センターとやま,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://seibouryoku.com/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
99,11,性暴力に関する相談をできる,いしかわ性暴力被害者支援センター「パープルサポートいしかわ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.ishikawa.lg.jp/danjo/purplesupport.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
100,12,性暴力に関する相談をできる,性暴力救済センター・ふくい「ひなぎく」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://hinagiku.fukui-saiseikai.com/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
101,20,性暴力に関する相談をできる,やまなし性暴力被害者サポートセンター「かいさぽ ももこ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.sien-yamanashi.com/kaisapo-momoko/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
102,21,性暴力に関する相談をできる,長野県性暴力被害者支援センター「りんどうハートながの」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.nagano.lg.jp/jinken-danjo/kurashi/jinkendanjo/jinken/main/rindouheart_nagano.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
103,22,性暴力に関する相談をできる,ぎふ性暴力被害者支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.onestop-gifu.org/"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
104,23,性暴力に関する相談をできる,静岡県性暴力被害者支援センター SORA,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.pref.shizuoka.jp/kenmin/km-110a/sora.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
105,24,性暴力に関する相談をできる,ハートフルステーション・あいち,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.aichi.jp/police/soudan/heartful/"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
106,24,性暴力に関する相談をできる,性暴力救援センター 日赤なごや なごみ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://nagomi.nissekinagoya.jp/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
107,26,性暴力に関する相談をできる,みえ性暴力被害者支援センター よりこ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://yorico.sub.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
108,25,性暴力に関する相談をできる,性暴力被害者総合ケアワンストップびわ湖SATOCO（サトコ）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://satoco3105biwako.jimdofree.com/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
109,29,性暴力に関する相談をできる,京都性暴力被害者ワンストップ相談支援センター 京都SARA（サラ）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.pref.kyoto.jp/kateishien/kyotosara.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
110,30,性暴力に関する相談をできる,性暴力救援センター・大阪SACHICO,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://sachicoosaka.wixsite.com/sachico"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
111,31,性暴力に関する相談をできる,ひょうご性被害ケアセンター「よりそい」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.supporthyogo.org/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
112,28,性暴力に関する相談をできる,奈良県性暴力被害者サポートセンター ＮＡＲＡハート,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.pref.nara.jp/50858.htm"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
113,27,性暴力に関する相談をできる,性暴力救援センター和歌山「わかやまmine（マイン）」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.wakayama.lg.jp/prefg/040402/mine/mine.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
114,33,性暴力に関する相談をできる,性暴力被害者支援センターとっとり （クローバーとっとり）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://clover-tori.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
115,34,性暴力に関する相談をできる,性暴力被害者支援センターたんぽぽ（島根県女性相談センター内）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.shimane.lg.jp/education/child/dv/sodan/tanpopo.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
116,34,性暴力に関する相談をできる,一般社団法人 しまね性暴力被害者支援センターさひめ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://sahime.onnanokonotameno-er.com/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
117,32,性暴力に関する相談をできる,性暴力被害者支援センター「おかやま心」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://vsco.info/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
118,35,性暴力に関する相談をできる,性被害ワンストップセンターひろしま,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.hiroshima.lg.jp/site/onestop/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
119,36,性暴力に関する相談をできる,山口県男女共同参画相談センター「やまぐち性暴力相談ダイヤル あさがお,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.yamaguchi.lg.jp/cms/a12800/index/seibouryokuhigai/asagao.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
120,40,性暴力に関する相談をできる,性暴力被害者支援センター よりそいの樹 とくしま（中央・南部・西部）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.tokushima.lg.jp/ippannokata/kurashi/jinken/2016062900019"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
121,37,性暴力に関する相談をできる,性暴力被害者支援センター「オリーブかがわ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.kagawa.lg.jp/kenmin/olive_kagawa/kfvn.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
122,38,性暴力に関する相談をできる,えひめ性暴力被害者支援センター「ひめここ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.ehime-joseizaidan.com/site/seibouryoku/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
123,39,性暴力に関する相談をできる,性暴力被害者サポートセンターこうち,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.kochi.lg.jp/soshiki/141601/seibouryoku.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
124,41,性暴力に関する相談をできる,性暴力被害者支援センター・ふくおか,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://fukuoka-vs.net/savs/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
125,43,性暴力に関する相談をできる,性暴力救援センター・さが「さがmirai」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.avance.or.jp/mirai.html"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
126,42,性暴力に関する相談をできる,性暴力被害者支援「サポートながさき」（公益社団法人長崎犯罪被害者支援センター）,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.nagasaki-vs.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
127,44,性暴力に関する相談をできる,性暴力被害者のためのサポートセンターゆあさいどくまもと,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://yourside-kumamoto.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
128,48,性暴力に関する相談をできる,おおいた性暴力救援センター「すみれ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://oita-sumire.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
129,45,性暴力に関する相談をできる,性暴力被害者支援センター「さぽーとねっと宮崎」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.miyazaki-shien.or.jp/snm/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
130,46,性暴力に関する相談をできる,性暴力被害者サポートネットワークかごしま「ＦＬＯＷＥＲ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.kagoshima-shien.jp/flower/"">公式ホームページをのぞいてみる</a></p>",1,0,性暴力,
131,47,性暴力に関する相談をできる,沖縄県性暴力被害者ワンストップ支援センター「with you おきなわ」,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.pref.okinawa.jp/site/kodomo/heiwadanjo/danjo/7001.html"">公式ホームページをのぞいてみる</a></p>",1,1,性暴力,
132,18,食料の無料提供<br>シングルマザー/ファザーを支援,認定NPO法人グットネーバーズジャパン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.gnjp.org/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.gnjp.org/work/domestic/gohanuketori/"">食料配布申し込み画面</a></p>",1,0,シングル 食料,行政による審査を受けた「認定」NPOとなっています
133,18,子ども食堂を開催,こととい子ども食堂,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://tsukuroi.tokyo/kodomoshokudou/#kototoi"">公式ホームページをのぞいてみる</a></p>",1,0,食料,大人の参加も可能になっています
134,18,緊急の住まいを提供<br>交流事業を開催<br>生活一般についてメールで相談できる,つくろい東京ファンド,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://tsukuroi.tokyo/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://tsukuroi.tokyo/awayahouse/#why"">住まい提供について</a></p>",1,0,住居 孤立 相談,新聞やＮＨＫで取材されています
135,16,食料の無料提供,NPO法人フードバンクネット西埼玉,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.fbn-nishi-saitama.com/"">公式ホームページをのぞいてみる</a></p>",1,0,食料,明治などの大手企業と協力しています
136,1,労働に関する相談できる,日本労働組合総連合会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.jtuc-rengo.or.jp/soudan/"">公式ホームページをのぞいてみる</a></p>",1,0,労働,日本最大の労働組合です
137,16,緊急の住まいを提供<br>生活費を支給<br>生活一般について電話で相談できる,一般社団法人生活サポート基金,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.ss-k.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 生活費,東京都と連携しています
138,17,緊急の住まいを提供<br>生活費を支給<br>生活一般について電話で相談できる,一般社団法人生活サポート基金,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.ss-k.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 生活費,東京都と連携しています
139,18,緊急の住まいを提供<br>生活費を支給<br>生活一般について電話で相談できる,一般社団法人生活サポート基金,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.ss-k.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 生活費,東京都と連携しています
140,19,緊急の住まいを提供<br>生活費を支給<br>生活一般について電話で相談できる,一般社団法人生活サポート基金,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.ss-k.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 生活費,東京都と連携しています
141,1,女性を重点的に支援<br>性暴力・ＤＶに関する相談できる,若草プロジェクト,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://wakakusa.jp.net/sodan/"">公式ホームページをのぞいてみる</a></p>",1,0,女性 性暴力 DV,
142,18,女性を重点的に支援<br>ＤＶに関する相談できる,東京都女性相談センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.fukushihoken.metro.tokyo.lg.jp/kodomo/sodan/j_soudan.html"">公式ホームページをのぞいてみる</a></p>",1,1,女性 ＤＶ,
143,18,ＤＶに関する相談できる<br>セクシュアルマイノリティーを支援<br>女性を重点的に支援,東京ウィメンズプラザ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.twp.metro.tokyo.lg.jp/"">公式ホームページをのぞいてみる</a></p>",1,1,女性 LGBT DV,
144,18,労働に関する相談できる,東京都労働相談情報センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.hataraku.metro.tokyo.lg.jp/soudan-c/center/"">公式ホームページをのぞいてみる</a></p>",1,1,労働,
145,1,生活一般について電話・チャットで相談できる<br>住まい探しを支援,一般社団法人暮らしサポートウィズ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.kurashidial.or.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居,東京都から居住支援法人に指定されています
146,1,生活一般について電話で相談できる,ホームレス総合相談ネットワーク,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://lluvia.tea-nifty.com/homelesssogosodan/2020/04/post-e9fd61.html"">公式ホームページをのぞいてみる</a></p>",1,0,相談,
147,6,シングルマザー/ファザーを支援,キッズドア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kidsdoor.net/"">公式ホームページをのぞいてみる</a></p>",1,0,シングル,
148,18,シングルマザー/ファザーを支援,キッズドア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kidsdoor.net/"">公式ホームページをのぞいてみる</a></p>",1,0,シングル,
149,1,日本在住の外国籍の人を支援（相談窓口 翻訳サービス 教育支援）,認定NPO法人IVY,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://ivyivy.org/ngo/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://ivyivy.org/act/foreigner/post_43/"">生活相談ページ</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
150,7,日本在住の外国籍の人を支援（相談窓口 翻訳サービス 教育支援）,認定NPO法人IVY,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://ivyivy.org/ngo/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://ivyivy.org/act/foreigner/post_43/"">生活相談ページ</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
151,8,日本在住の外国籍の人を支援（交流事業）,福島移住女性支援ネットワーク,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://gaikikyo.jp/shinsai/eiwan/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
152,9,日本在住の外国籍の人を支援（相談窓口 医療相談 法律相談）,公益財団法人新潟市国際交流協会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.nief.or.jp/ja/node/14"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,行政庁から認定を受けた「公益」法人となっています
153,13,日本在住の外国籍の人を支援（通訳翻訳サービス 教育支援）,茨城NPOセンターコモンズグローバルセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.commons-globalcenter.org/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
154,16,日本在住の外国籍の人を支援（相談）,カトリックさいたま教区国際交流センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://saitama-kyoku.net/our_people/pasutoral_centre/open_house/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
155,1,日本在住の外国籍の人を支援（相談 教育支援 交流事業）,ふじみの国際交流センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.ficec.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
156,16,日本在住の外国籍の人を支援（相談 教育支援 交流事業）,ふじみの国際交流センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.ficec.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
157,16,日本在住の外国籍の人を支援（教育支援）<br>シングルマザー/ファザーを支援,NPO法人街のひろば,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://machinohiroba.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍 シングル,
158,18,日本在住の外国籍の人を支援（ごはん会 奨学金プログラム 交流事業),カパティラン/KAPATIRAN,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kapatiran-jp.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
159,18,日本在住の外国籍の人を支援（教育支援 交流事業),多文化共生センター東京,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://tabunka.or.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
160,18,日本在住の外国籍の人を支援（交流事業 相談),仮放免者の会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://praj-praj.jimdofree.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
161,18,日本在住の外国籍の人を支援（相談 教育支援 法律相談),NPO法人JFCネットワーク,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.jfcnet.org/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
162,1,日本在住の外国籍の人を支援（相談 緊急の住まい提供）<br>シングルマザー/ファザーを支援<br>生活一般について電話で相談できる<br>緊急の住まいを提供,公益財団法人キリスト教婦人矯風会/女性の家HELP,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kyofukai.jp/aboutus/inst/help"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍  シングル 相談 住居,行政庁から認定を受けた「公益」法人となっています
163,18,日本在住の外国籍の人を支援（相談 緊急の住まい提供）<br>シングルマザー/ファザーを支援<br>生活一般について電話で相談できる<br>緊急の住まいを提供,公益財団法人キリスト教婦人矯風会/女性の家HELP,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://kyofukai.jp/aboutus/inst/help"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍  シングル 相談 住居,行政庁から認定を受けた「公益」法人となっています
164,1,日本在住の外国籍の人を支援（相談 緊急の住まい提供 物資の提供),認定NPO法人難民支援協会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.refugee.or.jp/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.refugee.or.jp/for_refugees/"">相談ページ</a></p>",1,0,外国籍,行政による審査を受けた「認定」NPOとなっています
165,1,日本在住の外国籍の人を支援（相談 医療サービス),特定非営利活動法人 シェア＝国際保健協力市民の会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://share.or.jp/"">公式ホームページをのぞいてみる</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://share.or.jp/health/act/japan/"">相談ページ</a></p>",1,0,外国籍,過去に行政による審査を受けた「認定」NPOでした
166,18,日本在住の外国籍の人を支援（相談 教育支援),一般社団法人OCnet,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.ocnet.jp/ja/index.html"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
167,19,日本在住の外国籍の人を支援（相談 教育支援 交流事業 労働相談),カトリック横浜教区難民移住移動者委員会,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://encomyokohama.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
168,19,日本在住の外国籍の人を支援（相談 引っ越し支援),かながわ外国人すまいサポートセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://sumasen.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
169,22,日本在住の外国籍の人を支援（相談 教育支援),外国人相談支援センター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.gic.or.jp/foreigner/consultation/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,行政庁から認定を受けた「公益」法人となっています
170,30,日本在住の外国籍の人を支援（相談),コリアNGOセンター,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://korea-ngo.org/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
171,30,日本在住の外国籍の人を支援（相談),すべての外国人労働者とその家族の人権を守る関西ネットワーク  ,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://rink-osaka.com/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
172,30,日本在住の外国籍の人を支援（相談),在日難民との共生ネットワーク,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://rafiq.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
173,31,日本在住の外国籍の人を支援（相談 教育支援),NGO神戸外国人救援ネット,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://gqnet.webcrow.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
174,41,日本在住の外国籍の人を支援(相談 物資提供 緊急の住まいを提供 通訳翻訳サービス)<br>緊急の住まいを提供<br>ＤＶに関する相談できる<br>女性を重点的に支援,"NPO法人女性エンパワーメントセンター福岡","<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://empower-f.main.jp/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍 女性 住居 DV,
175,41,食料の無料提供,NPO法人フードバンク福岡,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.fbfukuoka.net/"">公式ホームページをのぞいてみる</a></p>",1,0,食料,
176,41,食料の無料提供,NPO法人フードバンク北九州ライフアゲイン,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://fbkitaq.net/"">公式ホームページをのぞいてみる</a></p>",1,0,食料,
177,24,日本在住の外国籍の人を支援（相談),名古屋難民支援室,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://www.door-to-asylum.jp/for_refugees_and_asylum_seekers.html"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
178,1,日本在住の外国籍の人を支援（相談など),なんみんフォーラム,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""http://frj.or.jp/for/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
179,1,日本在住の外国籍の人を支援（相談など),社会福祉法人日本国際社会事業団,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.issj.org/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
180,1,日本在住の外国籍の人を支援（相談 教育支援など),社会福祉法人さぽうと21,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://support21.or.jp/needsupport/"">公式ホームページをのぞいてみる</a></p>",1,0,外国籍,
181,1,生活一般についてチャットで相談できる,NPO法人東京メンタルヘルススクエア,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npo-tms.or.jp/service/sns.html"">公式ホームページをのぞいてみる</a></p>",1,0,相談,
182,1,生活一般について、メール・電話で相談できる<br>緊急の住まいを提供<br>就職を支援,NPO法人Homedoor,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.homedoor.org/consultation/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 仕事 生活費,
183,30,生活一般について、対面・メール・電話で相談できる<br>緊急の住まいを提供<br>就職を支援,NPO法人Homedoor,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.homedoor.org/consultation/"">公式ホームページをのぞいてみる</a></p>",1,0,相談 住居 仕事 生活費,
184,30,セクシュアルマイノリティーを支援,NPO法人QUAC,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://qwrc.jimdofree.com/%E7%9B%B8%E8%AB%87%E3%81%99%E3%82%8B/"">公式ホームページをのぞいてみる</a></p>",1,0,LGBT,
185,1,生活困窮者自立支援制度,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000073432.html"">制度の詳細説明を見る</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.wam.go.jp/wamappl/cssearch.nsf/vlist/top?open#"">利用する時の窓口を検索する</a></p>",1,1,相談 生活費 住居 食料 仕事 医療 シングル 外国籍,この制度は、生活保護水準でなくても、生活や将来に不安がある人が相談してサポートを受けられる制度です　サービス内容としては自立支援プランの作成・家賃の支給・就労支援・物資や仮の住まいの提供・子供への学習支援です　
186,1,新型コロナウイルスの影響で賃金を得られなくなった人に、賃金分を支給,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.mhlw.go.jp/stf/kyugyoshienkin.html"">休業支援金~厚生労働省</a></p>",1,1,仕事 生活費 食料,雇い主を通さずに個人で利用できます　過去の休業時の分を遡って請求できます
187,1,新型コロナウイルスの影響で賃金を得られなくなった人に、賃金分を支給,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyou/kyufukin/pageL07.html"">雇用調整助成金~厚生労働省</a></p>",1,1,仕事 生活費 食料,会社が利用する制度であり、個人で直接利用することはできません　雇い主に利用を要求することをお勧めします
188,1,緊急小口資金<br>生活が厳しい時に、最大20万円を一時的に無利子で貸し付け,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://corona-support.mhlw.go.jp/seikatsufukushi/samout/index.html"">緊急小口資金の利用方法</a></p>",1,1,相談 生活費 住居 食料 仕事 医療 シングル 外国籍,返済必要 住民税非課税の場合は免除の場合あり 申請期限は2021年6月
189,1,総合支援資金<br>生活が厳しい時に、最大月20万円を継続的に無利子で貸し付け,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://corona-support.mhlw.go.jp/seikatsufukushi/general/index.html"">総合支援資金の利用方法</a></p>",1,1,相談 生活費 住居 食料 仕事 医療 シングル 外国籍,返済必要 住民税非課税の場合は免除の場合あり 申請期限は2021年6月
190,1,生活保護,厚生労働省/福祉事務所,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/hukushi_kaigo/seikatsuhogo/seikatsuhogopage.html"">生活保護利用者に向けて~厚生労働省</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.npomoyai.or.jp/seikatsuhogo"">利用の流れ・注意点~認定NPOもやい</a></p><p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.yellowpagesmalta.com/archives/597"">お近くの福祉事務所を探す</a></p>",0,1,生活費 住居 食料 仕事 医療 シングル,納得できない取扱いがあれば利用を支援してくれるNPOがあるので、そちらの利用をお勧めします
191,1,住居確保給付金<br>生計が苦しい場合に家賃相当分を支給,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://corona-support.mhlw.go.jp/jukyokakuhokyufukin/index.html"">住居確保給付金について</a></p>",1,1,相談 生活費 住居 食料 仕事 医療 シングル 外国籍,
192,1,求職者支援制度<br>職業訓練と訓練期間中の給付金を提供,厚生労働省,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/koyou/kyushokusha_shien/index.html"">制度の詳細説明を見る</a></p> <p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.hellowork.mhlw.go.jp/kensaku/GECA150010.do?action=initDisp&screenId=GECA150010"">利用時の連絡窓口を探す</a></p>",1,1,仕事 生活費,
193,1,生活一般について電話で相談できる<br>生活一般についてメールで相談できる,一般社団法人いのちの電話,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.inochinodenwa.org/soudan.php"">いのちの電話利用を検討してみる</a></p>",1,0,相談,
194,17,日本在住の外国籍の人を支援（相談）,船橋市外国人総合相談窓口,"<p><a target=""_blank"" rel=""noopener noreferrer""  href=""https://www.funabashi-multilingual.info/"">公式ホームページをのぞいてみるで詳細を確認する</a></p>",1,1,相談,
